Puan,Yorum
"1,0",Zeka ve kalite seviyesi düşük insanların kaçırmaması gereken bir film....filmin ilk yarısını bitirmeye bile tahammül edemedim..Sabrımın sınırlarını zorladım ama malesef dayanamadım ilk yarı bitmeden çıktım çünkü benim bu filme ayıracak kadar değersiz değil
"4,5",7. Koğuşta mucize tam bir ekip çalışması. Mükemmel. Küçük kızımız ve Aras İynemli muhteşemdi. Bol bol ağladım. Bir kaç kez daha seyrederim. Ayrıca toplumsal farkındalık adına çok iyi bir çalışma olduğunu düşünüyorum. Tüm ekibe tebrikler.
"5,0","cok duygusal filim izlemenizi tavsiye ederim.
spoiler: 


spoiler: 


spoiler: 


spoiler: 


spoiler: 


spoiler: 


spoiler:"
"5,0",Eleştiri olarak yazmıyorum düşünce diyelim Aras Bulut gerçekten çok ıyi bir oyuncu başrolde o varken kötü bir film olması mümkün değil zaten mutlaka izleyeceğim umarım devamı gelir kendisini beyazperde de görmek mutluluk veriyor başarılar dilerim...
"5,0","Guzelll filme benziyo sgg hay hadi basla aq bu film ozlemek icin ne haller yapmak geNj zsrekiyor
spoiler:"
"5,0",bir filmmmmm bu kadar etkileyici olabilir tüm oyuncuları tebrik ediyorumm mendilinizi unutmayınızzzz iyiler kazanır!!
"5,0",Mükemmel bir filmdi. Aras bulut iynemli için dediğim tek cümle.. Bu nasıl bir oyunculuk oldu. Gerçekten ayakta alkışlanacak filmdi. Kesinlikle gidin. Muhteşem. Şiddetle tavsiye edilir 
"5,0","Ağlaya ağlaya yüreğimiz soldu. Nasıl mükemmel oyuncusun Aras bulut , İzleyin izlettirin şuan karakter dolsun diye yorum yapiyom"
"5,0",Mükemmel bir film ve  yapım... Bu insanların duygusuzca ve vurdum duymaz hayatta masumluğu temizliği bir kez daha göz önüne getirmek.. Çok Başarılı olmuş.. EMEĞİ GEÇEN HERKESE TEŞEKKÜRLER...
"5,0","Biraz önce flim den çıktım ufak kızımla, harika bir yapim olmuş gözlerim.hale yaşlı emeğinize yüreğinize sağlık"
"5,0",Uzun yillardir bu kadar anlamli ve bu kadar duygu yuklu bir film izlememistim... mutlaka izleyin mutlaka...Aglamaktan basima agri da girse yinede muhtesemdi...Butun emek verenlerin eline yuregine saglik... kaliteli film izlemeye hasret kalkistik.
"5,0",Aras bulut tüm film boyunca uyunculuguna bir kez daha hayran oldum.olaganustu bi yetenek kesinlikle. son yıllarda izledigim en iyi filmdi çok çok çok iyi tüm kadro herkes hakkını fazlasıyla vermiş çok agladim filmde icimize işledi asla pişman olmazsınız filmden çıktıktan sonrada etkisini deham ettiriyo
"0,5",Bütünüyle askeri kötülemiş lerYeni nesil tarihte yasamadigi icin askeri kotu olarak yansitmaktadir  dram olarak guzel  ancak  yanlis bi film olmus
"5,0","Gerçekçi sahneler, oyunculuklar, senaryo gerçekten harikaydı. Aras Bulut İyneml'yi ayrıca tebrik etmek istiyorum, oynamadı resmen yaşattı. Tüm ekibe teşekkürler bize böyle bir film sundukları için."
"5,0","Yedinci Koğuştaki Mucize kocaman bir alkışı hak eden bir film olmuş. Tüm oyuncular ve tüm ekip harika bir iş çıkarmışlar. Iki saat bizi Memo ile güldürüp Memo ile hüzünlendiren,  tüm duygularıyla Memo'yu yaşayan Aras Bulut Iynemli'yi ayrıca  tebrik ediyorum. Küçük Nisa'nın yolu açık oldu. Ova'yı bu kadar güzel ancak o canlandırabilirdi. Koğuş ekibi harikaydı.  Hepsine teker teker hayran kaldım yeniden. Filmin ve tüm ekibin  şansları bol yolları açık olsun."
"5,0",Türkiye’deki en iyi ilk 5 Sinema filmine girer net...Aras bulut iynemli rolü yaşamış helal olsun...
"4,5",Aras Bulut’un oyunculuğuna hayran kaldığım bir filmdi. Aynı zamanda küçük kızımız da takdir edilesi bir şekilde çocuk oyunculuğunun hakkını vermiş. Başarılı ve duygu yüklü bir yapım.
"5,0",Her sahnesi ayrı güzel bir film.Kesinlikle tavsiye ediyorum yanınıza 2 paket mendil almayı unutmayin her sahnesi ayrı güzel ayrı duygusal emeklerine sağlık ayakta alkışlıyorum...
"5,0",Süper ötesi kesinlikle izlenmesi gerek başarılı son zamanda etkilendigim en güzel film herkezin emegine sağlık emin olun gittiginizde anlayacaksınız
"5,0",Film müthişti gerçekten çok bayıldım beni gerçekten çok mutlu etti çok duygulandırıcı bi film herkese tavsiye ederim
"5,0",Hayatımda izlediğim en güzel film di çok başarılı ve mükemmel gerçekten Yanıma aldığım bütün peçeteler bitmişti 
"5,0",Olabileceği en iyi film hem güldürüp bir yandan hüzüne boğan harika bir film olmuş. Aras Bulut rolünü çok iyi yaparak filmi dahada güzelleştirmiş. Mutlaka izleyin pişman olmazsınız.
"5,0",Muhteşem bir filmdi Aras Bulut iynemli”yi ve rol arkadaşlarını tebrik ediyorum;içimizi sızlata sızlata aglattı
"5,0",Ayla'dan sonra izlediğim en iyi Türk filmi diyebilirim bir kere sürükleyici hep bir merak içinde bekliyorsun hiç beklemediğin yerde komedyenim diye geçinen film yapanlardan daha güzel bir espri ile bütün salon kahkaha atıyorsun duygusal yönü de yerinde ve zamanında yapılmış acıtasyon yok ama  gözünüzden yaş gelmesini mutlaka başarıyor  Aras Bulut iyemli her rolü fazlası ile başarılı yapıyor emeği geçen herkese Teşekkür etmek lazım. Bir daha kesinlike gidip izleyeceğim.
"5,0",Evet güzel Film olmuş ve bir dönemi de iyi anlatmiş. Tabii ki detaylı olmasa da iyi anlatmış. İzlemeye değer...
"5,0",Mükemmeldiniz gerçekten aras bulutun oyunculuğu tek kelimeyle harika. Ağır dram diye bir kavram varsa işte bu
"5,0","öğtetmenin tokası yok fransa bayrağıymış yok oymuş yok buymuş.Ben filmde onlara bakmadım.Ben verilen emeği izledim muhteşem bir oyunculuk izledim.Saflık izledim,temiz kalplilik ve güzel bir dostluk izledim.Bırakın havadan nem kapmayı oturup keyiflice izleyin filmi."
"5,0",Son zamanlarda izlediğim Türk sineması adına güzel yapım lardan birisi....Teşekkürler film ekibine..saygılar..
"5,0",ağlarken güldüren bir film... bütün salonun hüngür hüngür ağladığı sahneler oldu.. arkasindan kahkaha attığımız sahneler.. oyuncularin hepsi yaşayarak oynamışlar... muhtesemdi tek kelimeyle.. yanınıza peçete almayı unutmayın...
"5,0",bir filmmmmm bu kadar etkileyici olabilir tüm oyuncuları tebrik ediyorumm mendilinizi unutmayınızzzz iyiler kazanır!!
"5,0",kesinlikle izlenmesi gereken bir film kore film bi kenara bırakın bu has yerli malı yurdun malı emeği geçenlerin ellerine saglık.Ayrıca birde sorum olacak yerimi bilemedim ama şarkının sonunda ringo ringo şişeler die şarkı calıyor bir bayan seslendiriyor acaba adı nedir bilen var mı bulamadımda. teşekkürler
"5,0",Film öyle yürekten yapılmışkiSizi 80 lerin anadolusuna götürüyor.Herkes kendinden birşeyler bulabilir işlenen tüm karakterlerde.Sonu 6. Histen daha şaşırtıcı100/10
"5,0","Çok duygusal, başarılı izlenmeyi hak eden bir çalışma olmuş. Peçetesiz girmeyin filme:). Bazı kısımları güldürürken bazı kısımları isa hıçkıra hıçkıra ağlatıyor. Tebrik ederim çok güzeldi."
"5,0","Tek kelime ile harika bir film herkese tavsiye ederim,emeği geçen herkesin ellerine sağlık çok güzel bir film olmuş."
"5,0",Film de 7 yaşında kız çocuğu oynuyor 13 yaş sınırı var ben 11 yaşindaki yeğenimle filme giremiyorum saçmalığın daniskası film de absürt ne var ki sinemanın önünden geri dönüyorum bu film izlenmesin diye mi oluyor bunlar
"5,0",Film oldukça güzel izlenmesi gereken bir film.Kardesime  ağlama deyip de hüngür hüngür ağladığım bir film oldu 來
"5,0","Kendimi katı biri zannederdim, bu filmi izleyene kadarKimse olmasa hüngür hüngür ağlardım Aras bulut ve kızı rolündeki cocuk çok iyi yapmışlar işlerini BRAVO !"
"5,0","Harika film, Aras Bulut'un oyunculuğu  çok iyiydi, film boyunca bizi ağlattı. Tüm oyuncuları tebrik ediyorum. İzlemeye  mendilsiz gitmeyin."
"5,0",Ağladık hüngür hüngür bütün salon çıkınca hala ağlayanlar vardı hem güldüler hem ağladılar aras Bulut iynemli muhteşem bu iş için yaratılmış
"5,0",İlk defa bir film için yorum yapıyorum...son dönemlerin en iyi filmi kesinlikle izlenmeli..oyuncular efsane dilm efsane..
"5,0",Harikaydı harika ötesi böyle birşey yok kesinlikle herkesin gitmesi gereken bir filmdi inanılmaz ötesi emeği geçen herkese teşekkürler
"5,0","Harika bir film ve çok iyi uyarlanmış, filmdeki oyuncular da duyguyu harika yansıtmışlar.İyi ve kaliteli film izlemek istiyorsanız bu filmi tercih edebilirsiniz."
"5,0",Gerçekten hayatımda izlediğim en güzel filmlerden bir tanesi bir baba ve kızının birbirine kavuşma arzusu hapishane sahneleri çok güzel drama sahne oluyor çok duygusal olarak izlenilecek bir film kesinlikle herkesin gitmesini tavsiye ederim.
"5,0","spoiler: 

 mükemmel bir film olmuş. Bu zamana kadar izlediğim hiç bir filmde bu kadar ağlamamıştım. Çok iyi senoryo çok başarılı oyunculuk tebrik ediyorum. Herkesin izlemesini tavsiye ediyorum."
"5,0",İzlediğim en güzel filmlerden biriydi boğazın düğümlendi izlerken ellerinize yureginize sağlık ağlamaktan nefes alamadım dayanamadım filmi bırakıp çıkmak bile istedim ağlamaktan boğazını tuta tuta izledim süperrrrrrr
"5,0",Yoruma 100karakter koymuşlar çok yazamıycam tek kelime ile mükemmellllllll ekip mükemmel film Aras bulut farkı budur işte
"5,0",Kesinlikle harika.Kaçırmayın sinemada izleyin.Aras bulut iynemli çok güzel oyunculuk çıkarıyor. Film gerçekten hem güldürüyor hemde tam zıttı ağlatıyor.
"5,0",FİLM O KADAR GÜZEL Kİ TEK KELİME İLE HARİKA AĞLAMAKTAN HARAP OLDU GÖZLERİM ARASIN OYUNCULUĞUNA DİYECEK YOK LİNGO LİNGO ŞİŞELER  BAŞARILARIN EN GÜZELİNİİ HAKEDEN EMEĞİN DORUKLARINDA OLAN BİR FİLM
"5,0",Aras!..  şahanesin. Mükemmel bir film olmuş. Tüm oyuncular muhteşem oynamış. Duygu olduğu gibi seyirciye geçiyor. Tek kelime ile harika.
"5,0",Öncelikle film genel olarak akıcıydı . Aras bulut memo rolü için Türkiye’deki aktörler içinde biçilmiş kaftan. Filme gelecek olursak dönemin gerektirdiği çoğu durumu yansıtmış. Örneğin dostluk adalet duygusu ve masumiyet . Şimdi askerleri kötü gösterilmiş diyen belli bir kısım var sözüm size her meslektede olduğu gibi iyi kötü vardır filmde memoyu idamı hak görende asker idamdan alınmasına yardım edende asker .
"5,0","Eşimle şimdi geldik filmden.Oncelikle yönetmeni Sayın Mehmet Ada beyi ve tüm oyuncuları gönülden tebrik ediyoruz.Emeginize, yüreğinize sağlık.2.sini sabırsızlıkla bekliyoruz inşallah gişe rekorları kırarsiniz."
"5,0","O günün tarihi olgularını ve yaşam şartlarını ön plana seren, izleyici kitlesine tüm duygu geçişlerini kusursuz olarak aktaran bir film olmuş. Elinize emeğinize yüreğinize sağlık.."
"4,5",harika bir filmdi gerçekten. Gerek oyunculuk gerek konu'nun işleniş şekli olsun müthişti. komik olan yerler ve duygusal olan yerler efsaneydi. mutlaka gidin ve izleyin derim
"5,0",Mükemmel bir film olmuş. Bir film en fazla ne kadar güzel olabilir ki adlı soruya örnek olarak  
"1,0",Hadi hepsini anladım da neyse yahu O kadar film arasından Oscara aday olacak başka hiç mi film bulamadınız
"5,0",Kore filmi alıntısı diye izlememezlik yapmayın. Kore versiyonunu izlediğim halde konusunun birebir aynı olduğunu bilmeme rağmen izlemeye kesinlikle değer. Hele çocuk oyuncuya bayıldım Aras iyemli zaten öyle bir geçer ki  tamammiyiz ve çukur da bu tarz rolleri başarabileceğinden emindim. Ha unutmadan mendilde götürün ne olmaz ne olur.
"4,0","Filmi izlediğinizde Yeşil Yol filmini kesinlikle anımsatıyor.Ancak oyuncuların başarılı performansları doğallıkları takdire değer.Senaryoda mantık dışı bir durum yok.Sahipsizlik, çaresizlik hissiyatı tüm soğukluğu ile işlenmiş.Tebrik ederim emeği geçenleri."
"5,0",Harika bir filmdi kesinlikle izlemenizi tavsiye ederim arasın oyunculuğu süperdi olumsuz eleştiri yapanlara şaşkınım
"5,0",Tek kelime ile muhteşem tüm oyuncu kadrosunu gönülden kutlarım. Filme gitmeden önce antidepresan alınız:)
"5,0",Oskarlık bir film olmuş. Kadın erkek herkesi ağlatır. Mutlaka izleyin. Karakomik filmler gibi saçma sapan şeylerle vakit kaybetmeyin.
"3,5",Orjinali Güney Kore 2013 yapımından alıntı olan aynı isimli film.orjinali izlediğim için sonunu da bildiğim için meraktan izledim. sırf Aras bulut iynemli için gittim ama sonunda iyi ters köşe yapmışlar. ama orjinalini de mutlaka izleyin derim.begendim çok güzeldi hem güldürdü hem de ağlattı.
"5,0",Yanınıza mendil almayı unutmayın harika bir film aşırı duygusal ağlamayan kişi bile ağlatır. İzlemenizi tavsiye ederim
"5,0",Bugüne kadar  izlediğim  en güzel flimlerden biri ağmamak  için  yamaç karekterini  gözümün  önüne getirsemde  göz  yaşlarımı tutamadım  ulan yamaç  yaktın  içimizi
"5,0",Ağlamam diyen delikanlıları sinemaya bekliyoruz peçeteleri unutmasınlar çünkü öyle bir iki damla falam akmıyor..
"5,0","Oncelikle aras bulutu bu oyuncululugu icin tebrik ediyorm daha iyi yasatamazdi bu duyguyu...emegi gecen herkes cok basariliydi.Filme aglamak icin degil anlayabilmek icin gittim ve sonunda hem agladim hem anladim.Bizler hep dertlerimiz var diyoruz ama en buyuk dert bizim saniyoruz dimi değil iste;Bu dunyada hiç evlat kokusu bilmeyen insanlar var,ana baba yuzu gormeyen yavrular var,senin gordugun renkten,gokyuzunden bi kez olsun goremeyen körler var,hic derdini anlatamayan dilsizler var,senin sikayet ettigin bu kalabaliği,bi kez olsun duyamayan,muzik nedir bilmeyen sağırlar var yani alicağin varda var her halimize şukurler olsun....Allah dili olmayip donmeyenin,gozu olupta gormeyenin akli olupta yetmeyenin her daim yardimcisi olsun önce onlara derman olsun bendeyse sıra varsın onların olsun..."
"2,0",KOPYA KOPYA KOPYA...Hücre 7 mucizesi adlı kore filminin bire bir aynısını yapmışlar.  Hücre 7 mucizesini izleyen kesinlikle anlamıştır zaten. İzlemediysenizde boşuna sinemaya gitmenize gerek yok. Açın onu izleyin. Aynı olaylar zaten
"1,5",Daha özgün içerikleri bekliyoruz. 2013 kore yapımı Hücre 7 mucizesiyle yeşil yol gibi baş yapıtların derlemesini yapmaya çalışmışlar.
"1,0","Türk askeri bu kadar rezil edilebilirdi. Rütbesi ne olursa olsun “ALLAH O” sözü bitirmiş filmi..
spoiler:"
"1,5","kızım gitmiş baba git anırarak ağladım dedi.eşimi alıp gittim.filmin 15nci dakikasında çıkacaktım eşim olmasaydı.bu kadar asker düşmalığı yapan ve bundan ekmek yiyen çok filmler yapıldı aynı hikaye diye düşünmeye itti beni.devam ettim izlemeye,baba, baba anne ve kızı gerçek yaşama uygun diyalogları bana da epey gözyaşı döktürdü.ancak filmde dizilerden tanıdığımız karakterli ve başarılı oyuncuları sevimli mahkum göstermeleri bugünün gerçeğiyle çeilşiyor.filmden çıkınca baba ile kızı kavuşmasına rağmen abartılı işkence sahnelerinden sonra insan mutsuz şekilde salonu terk ediyor."
"2,0","Orjinali daha iyiydi bu ne be?! Berbat ötesiydi! Bi kere Aras bulut iynemlinin -filme baslamadan once ondan çok umutluydum- ve başroldeki çocuk oyuncu nisa sofia aksongurun oyunculuğunu begenmedim. Aras bazı sahneleri iyi yansıtmış bu inkar edilemez ama bu baba rolü onda pek oturmamış. Çocuk ise çok donuk oynamış, becerememiş. Adamakılli bir olay örgüsü yoktu, çok kopuktu. Mesela son sahnelerde memonun (aras bulut iynemlinin) gösterilmesini isterdim. O da yoktu. O hüznü, o idam duygusunu, o dramı veremediler film de. Bir tek filmde en iyi oyunculuk sergileyen, karadenizli (ilkeraksum), hafiz (yildiraysahinler), yusuf (mesutakusta) bir de müdür (sarpnail) iyi oyunculuk sergilemişti. Diğer oyuncularda idare ederdi. Tamam orijinaliyle ayni olacak bi sey yok, uyarlama anladık. Ama uyarlayacaksanız güzel bi oyunculuk, güzel bir yerli yerinde olay örgüsü görseydik kardeşim be bu nedir? Ayrıca 2019un en çok izlenen filmi olmuş. Herkes bi mettetmiş filmi. O yüzden izledim zaten ama orjinalini izlemeden bu filme mükemmel diyorsanız diyecek kelime bulamıyorum. 
spoiler: 

 O yüzden yorumum bu kadar. Ben beğenmedim. 2 saat bunu izleyeceğime, orjinalini izlesem filmi bildigim halde bu kadar zaman kaybim olmazdi. Hadi eyv."
"5,0",hayatımda izlediğim en kusursuz ilk 3 filme girer salondakiler ağlamaktan izleyemedi bile mükemmel ötesi kesinlikle tavsiye ediyorum.
"5,0",GİLM GENEL ANLAMDA MÜKEMMEL. ANCAK SONU ÇOK SAÇMA BİTİYOR BAŞIDA SAÇMA. AŞLIYOR. MESELA ADAMIN KARISI HİÇ GÖRÜNÖÜYOR EVWT ÖLMÜŞ AMA GEÇMİŞE GİDİLEBİLİRDİ. SONUNDA İSE KIZ TEK GÖRÜNÜYOR BABASINA NE OLDU? KOĞUŞTAKİ ARKADŞAINA. CEZAEVİ MÜDÜRÜNE VS VS.  BELKİDE 2 İNCİSİ ÇIKACAK. AMA BAKALIM. İZLEMEYENLERE KESİNLİKLE TAVSİYE EDERİM ANCAK KIZ ARKADŞAINIZLA EŞİNİZLE GİTMEYİN SONRA AĞMAYIP DURUYORLAR :)
"5,0","Oyunculuk, hikaye, gerçeklik... Çok fazla şey yazmaya gerek yok arkadaşınızla, eşinizle, ailenizle hiç olmadı kendinize ayırabileceğiniz güzel bir haftasonu akşamında izlenebilecek ideal bir film."
"5,0",Son zamanların en güçlü senaryosu ve tartışmasız en iyi filmi. Mutlaka ama mutlaka izlenmesi gereken bir film...
"0,5",Yazıklar olsun diyorum. Askeri Suriye'ye savaşa gönder herkes sıkışınca asker nerde desin bu ülkenin güzel insanları Türkiye Cumhuriyeti vatandaşı için şehit olsun kolunu bacağını kaybetsin kanını döksün evladı babasız kalsın karısının anasının babasının içi yansın. Sen rahat rahat yatağında yat bir de bu ülkenin fedakar insanlarını filmlerinle vur. Amerika mantığı askerle alıp verilemeyen nedir anlayamadım. Bu filmi yönetene de oyunayana da vizyona sokana da yazıklar olsun.
